Goal,Exam,Subject,Unit,Chapter Name,"All book questions live

(Vipin)","All acquired questions live

(Ajay & Tanishq)",No NQE Deficiency,No PAJ Deficiency,"No ATG Deficiency

(Vipin)","Chapter Appearing in right sequence

(Ajay & Tanishq)","Topic Appearing in right sequence

(Ajay & Tanishq)","Video Appearing in right sequence

(Ajay & Tanishq)",NQE verification for each chapter,"KG Widget showing all data

(Gopi)","Chapter Tests Visible

(Gopi)","Chapter Tests Tiles Verified

(Gopi)",Topic Tile approved,Chapter Tile approved,Searchable,Growth Hack Dashboard Visible,C Support Actions Identified,C Support Actions Enabled,Questions Live
Defence,Defence,Finance and Management,Leadership,Role and Leadership quality of a Manager,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Finance and Management,Management,Controlling,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Finance and Management,Management,Directing,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Finance and Management,Management,Functions of Management and Management Processes,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Finance and Management,Management,Functions of Management/Management Processes,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Finance and Management,Management,Organization,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Finance and Management,Management,Planning,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Finance and Management,Management,Staffing,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,"Art, Culture and Religion","Art, Architecture, Culture and Religion",,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,Banking Affairs,Banking and Financial Awareness,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,Computer Awareness,Computer and Internet Basics,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,Ecology and Environment,Environmental Affairs,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,Economy,Indian Economy,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,Economy,International Economy,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,General Science,Biology,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,General Science,Chemistry,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,General Science,Physics,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,Geography,Indian Geography,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,Geography,World Geography,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,GK Panorama,"Organisations, Personalities and Events",,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,History,Ancient Indian History,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,History,Medieval Indian History,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,History,Modern Indian History,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,History,World History,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,National and International Affairs,International and Geopolitical Affairs,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,National and International Affairs,National and Geopolitical Affairs,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,Polity,Indian Polity,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,Polity,International Polity,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,Science and Technology,"Science, Technology and Innovation",,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,Social Issues,Economic and Social Issues,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,State Affairs,"Art, Culture and Religion",,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,State Affairs,Economy,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,State Affairs,Geography,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,State Affairs,GK Panorama,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,State Affairs,History,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,General Awareness,State Affairs,Polity,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Quantitative Aptitude,Algebra,Algebraic Expression,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Quantitative Aptitude,Algebra,Exponentials and Logarithms,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Quantitative Aptitude,Algebra,"Sets, Relations and Functions",,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Quantitative Aptitude,Arithmetic,Averages,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Quantitative Aptitude,Arithmetic,Counting Principles,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Quantitative Aptitude,Arithmetic,Number Systems,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Quantitative Aptitude,Arithmetic,Percentages,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Quantitative Aptitude,Arithmetic,Progression and Series,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Quantitative Aptitude,Arithmetic,"Ratio, Proportion and Variation",,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Quantitative Aptitude,Arithmetic,Simplification,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Quantitative Aptitude,Data Interpretation,Data Sufficiency,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Quantitative Aptitude,Data Interpretation,Graphical Representation of Data,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Quantitative Aptitude,Data Interpretation,Measures of Central Tendency,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Quantitative Aptitude,Data Interpretation,Organisation of Data,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Quantitative Aptitude,Geometry,Coordinate Geometry,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Quantitative Aptitude,Geometry,Geometry,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Quantitative Aptitude,Geometry,Trigonometry,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Analytical Reasoning,Decision Making,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Analytical Reasoning,Emotional and Social Intelligence,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Analytical Reasoning,Mathematical Reasoning,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Analytical Reasoning,Passage Based Reasoning,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Analytical Reasoning,Statement Based Reasoning,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Analytical Reasoning,Syllogism,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Non Verbal Reasoning,Analysing Patterns,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Non Verbal Reasoning,Cubes and Dice,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Non Verbal Reasoning,Symmetry,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Non Verbal Reasoning,Visual Analogy,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Non Verbal Reasoning,Visual Classification,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Non Verbal Reasoning,Visual Series,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Numerical Reasoning,Arithmetical Reasoning,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Numerical Reasoning,Clock and Calendar,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Numerical Reasoning,Mathematical Operations,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Numerical Reasoning,Number Analogy,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Numerical Reasoning,Number Classification,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Numerical Reasoning,Number Series,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Numerical Reasoning,"Number, Ranking and Time Sequence Test",,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Numerical Reasoning,Venn Diagrams,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Verbal Reasoning,Alphabet Test,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Verbal Reasoning,Coding Decoding,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Verbal Reasoning,Data Sufficiency,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Verbal Reasoning,Direction Sense Test,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Verbal Reasoning,Puzzle Test,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Verbal Reasoning,Relationships and Blood Relations,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Verbal Reasoning,Verbal Analogy,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Verbal Reasoning,Verbal Classification,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,Reasoning,Verbal Reasoning,Verbal Series,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,हिंदी,हिंदी व्याकरण,अपठित गद्यांश एवं काव्यांश,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,हिंदी,हिंदी व्याकरण,अलंकार,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,हिंदी,हिंदी व्याकरण,कारक,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,हिंदी,हिंदी व्याकरण,काल,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,हिंदी,हिंदी व्याकरण,छंद,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,हिंदी,हिंदी व्याकरण,मुहावरे,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,हिंदी,हिंदी व्याकरण,रस,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,हिंदी,हिंदी व्याकरण,लिंग,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,हिंदी,हिंदी व्याकरण,लोकोक्तियाँ,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,हिंदी,हिंदी व्याकरण,वर्ण विचार,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,हिंदी,हिंदी व्याकरण,वाक्य विचार,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,हिंदी,हिंदी व्याकरण,शब्द के भेद,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,हिंदी,हिंदी व्याकरण,शब्द निर्माण,,,,,,,,,,,,,,,,,,,Not found
Defence,Defence,हिंदी,हिंदी व्याकरण,शब्द विचार,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Agriculture & Rural Development,Agriculture,Agriculture,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Agriculture & Rural Development,Agriculture,Agriculture Extensions,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Agriculture & Rural Development,Agriculture,Ecology and Climate Change,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Agriculture & Rural Development,Agriculture Theory,Agronomy,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Agriculture & Rural Development,Agriculture Theory,Classification of Field Crops,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Agriculture & Rural Development,Agriculture Theory,Crop Production and Cropping Systems,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Agriculture & Rural Development,Animal Husbandry,Animal Husbandry,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Agriculture & Rural Development,Farm and Agri Engineering,Farm and Agri Engineering,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Agriculture & Rural Development,Farming System,Farming System,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Agriculture & Rural Development,Fisheries,Fisheries,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Agriculture & Rural Development,Forestry,Forestry,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Agriculture & Rural Development,Meteorology,Meteorology,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Agriculture & Rural Development,Plantation & Horticulture,Plantation & Horticulture,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Agriculture & Rural Development,Rural Development,Rural Development,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Agriculture & Rural Development,Soil and Water,Soil and Water Conservation,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Agriculture & Rural Development,Water Resource,Water Resource Management,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Commerce & Accountancy,Commerce & Accountancy,Accounting as a Financial Information System,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Commerce & Accountancy,Commerce & Accountancy,Accounting for Share Capital Transactions,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Commerce & Accountancy,Commerce & Accountancy,Accounting Standards & Concepts,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Commerce & Accountancy,Commerce & Accountancy,Buy-Back of Securities,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Commerce & Accountancy,Commerce & Accountancy,Cash Flow Statement,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Commerce & Accountancy,Commerce & Accountancy,Employee Benefit Plans,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Commerce & Accountancy,Commerce & Accountancy,Financial Statements and Ratio Analysis,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Commerce & Accountancy,Commerce & Accountancy,Fund Flow Statement,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Commerce & Accountancy,Commerce & Accountancy,Preparation and Presentation of Company Final Accounts,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Companies Act and Economics,Companies Act,Chapters of Companies Act,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Companies Act and Economics,Economic Theory,Classical & Keynesian Theories,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Companies Act and Economics,Economic Theory,Demand and Supply,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Companies Act and Economics,Economic Theory,Foreign Exchange Markets,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Companies Act and Economics,Economic Theory,Foreign Trade and Balance of Payment,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Companies Act and Economics,Economic Theory,Inflation and Phillips Curve,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Companies Act and Economics,Economic Theory,IS-LM,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Companies Act and Economics,Economic Theory,National Income,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Computer Knowledge,Hardware and Networking,Hardware,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Computer Knowledge,Hardware and Networking,Network and Internet,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Computer Knowledge,Software and Computer Basics,Computer Organization,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Computer Knowledge,Software and Computer Basics,Number System and Base Conversions,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Computer Knowledge,Software and Computer Basics,"OS, Software Basics and Windows",,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Costing,Costing,"Basics, Methods and Types of Costing",,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Costing,Costing,Lean System and Innovation,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Costing,Costing,Overview of Cost and Management Accounting,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Economic and Social Issues,Economic Issues,Economic Growth,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Economic and Social Issues,Economic Issues,Globalisation,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Economic and Social Issues,Economic Issues,International Economic Institutions,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Economic and Social Issues,Economic Issues,Macro Economic policies,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Economic and Social Issues,Economic Issues,Regional Economic Cooperations,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Economic and Social Issues,Economic Issues,Sustainable Development,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Economic and Social Issues,Social Issues,Demographic Trends,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Economic and Social Issues,Social Issues,Indian Political System,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Economic and Social Issues,Social Issues,Multiculturalism,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Economic and Social Issues,Social Issues,Social Justice,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Economic and Social Issues,Social Issues,Social Sectors,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Grammar,Articles and Determiners,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Grammar,Clauses,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Grammar,Cloze Test,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Grammar,Fill in the Blanks,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Grammar,Modals and Auxiliaries,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Grammar,Narration,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Grammar,Non-finite Verbs,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Grammar,Parts of Speech,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Grammar,Punctuation,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Grammar,Question Tags,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Grammar,Sentence Correction,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Grammar,Sentence Improvement,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Grammar,Sentences,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Grammar,Spotting Errors,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Grammar,Subject-Verb Agreement,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Grammar,Syntax of Sentence,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Grammar,Synthesis of Sentences,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Grammar,Tenses,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Grammar,Transformation of Sentences,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Grammar,Voice,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Non Grammar,Paragraph Completion,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Non Grammar,Parajumbles,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Non Grammar,Reading Comprehension,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Non Grammar,Sentence Completion,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Non Grammar,Sentences,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,English Language,Non Grammar,Vocabulary,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance,Alternate Source of Finance,Alternate Source of Finance,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance,Financial Inclusion,Financial Inclusion,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance,Financial Markets,Financial Markets,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance,Financial System,Financial System,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance,Monetary and Fiscal Policy,Direct and Indirect taxes,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance,Monetary and Fiscal Policy,Fiscal Policy,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance,Monetary and Fiscal Policy,Monetary Policy,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance,Monetary and Fiscal Policy,Non-Tax Sources of Revenue,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance,Monetary and Fiscal Policy,Regulatory Bodies,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance and Management,Communication,Communication,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance and Management,Financial System,Financial Market And Institutions,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance and Management,Financial System,Government Receipts And Expenditures,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance and Management,Financial System,Inflation,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance and Management,Financial System,Money Laundering,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance and Management,Human Resource Development,Human Resource Development,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance and Management,Human Resource Development,"Motivation, Morale and Incentives",,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance and Management,Leadership,Role and Leadership quality of a Manager,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance and Management,Management,Controlling,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance and Management,Management,Directing,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance and Management,Management,Functions of Management and Management Processes,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance and Management,Management,Functions of Management/Management Processes,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance and Management,Management,Organization,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance and Management,Management,Planning,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Finance and Management,Management,Staffing,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,"Art, Culture and Religion","Art, Architecture, Culture and Religion",,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,Banking Affairs,Banking and Financial Awareness,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,Computer Awareness,Computer and Internet Basics,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,Ecology and Environment,Environmental Affairs,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,Economy,Indian Economy,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,Economy,International Economy,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,General Science,Biology,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,General Science,Chemistry,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,General Science,Physics,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,Geography,Indian Geography,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,Geography,World Geography,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,GK Panorama,"Organisations, Personalities and Events",,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,History,Ancient Indian History,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,History,Medieval Indian History,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,History,Modern Indian History,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,History,World History,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,National and International Affairs,International and Geopolitical Affairs,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,National and International Affairs,National and Geopolitical Affairs,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,Polity,Indian Polity,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,Polity,International Polity,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,Science and Technology,"Science, Technology and Innovation",,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,General Awareness,Social Issues,Economic and Social Issues,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Human Resource Management,Compensation and Managing Quality,Benefits and Services,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Human Resource Management,Compensation and Managing Quality,Establishing Pay Plans,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Human Resource Management,Compensation and Managing Quality,Pay for Performance and Financial Incentives,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Human Resource Management,Human Resource Function,Human Resource Function,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Human Resource Management,Human Resource Function,Line and Staff Functions,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Human Resource Management,Human Resource Function,Trends in HRM,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Human Resource Management,Labour Relations and Employee Security,Industrial Relation and Collective Bargaining,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Human Resource Management,Labour Relations and Employee Security,Labour Welfare,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Human Resource Management,Recruitment and Placement,Building Employee Commitment,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Human Resource Management,Recruitment and Placement,Employee Testing and Selection,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Human Resource Management,Recruitment and Placement,Job analysis,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Human Resource Management,Recruitment and Placement,Recruitment and Selection Process,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Human Resource Management,Training and Development,Developing Managers,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Human Resource Management,Training and Development,Managing Careers,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Human Resource Management,Training and Development,Orientation and Training,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Human Resource Management,Training and Development,Performance Appraisal,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Information Technology,Compiler Design,Compiler Design,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Information Technology,Computer Fundamentals,Computer Fundamentals,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Information Technology,Computer Organization & Architecture,Computer Organization & Architecture,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Information Technology,Data Communication and Networking,Data Communication and Networking,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Information Technology,Data Structures,Data Structures,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Information Technology,Database Management System,Database Management System,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Information Technology,Operating System,Operating System,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Information Technology,Programming in C/C++,Programming in C/C++,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Information Technology,Software Engineering,Software Engineering,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Law,"Banking System, Operations and Laws",Banker & Customer Relationship,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Law,"Banking System, Operations and Laws",Banking Related Laws,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Law,"Banking System, Operations and Laws",Legal Aspects of Banking Operations,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Law,"Banking System, Operations and Laws",Overview of Banking System,,,,,,,,,,,,,,,,,,,Not found
Insurance,Insurance,Law,"Banking System, Operations and Laws",Regulatory Framework and Compliances,,,,,,,,,,,,,,,,,,,Not found
